text,word_count,language,category,age,education_level,formality,context,mental_state,text_length,length_category
"La guérison n'est pas linéaire, et c'est normal. Certains jours sont plus difficiles, mais je sais maintenant que ces moments ne définissent pas qui je suis. Chaque matin est une nouvelle chance de recommencer.",34,French,Self-Worth,teenager (13-19),professional,neutral,email to family member,Healthy,between 36 and 60 words,16-35 words
"Les idées suicidaires étaient comme des chaînes qui m'emprisonnaient. Mais en parlant ouvertement avec vous, j'ai trouvé les clés de ma libération. Je comprends maintenant que demander de l'aide est un signe de courage.",34,French,Self-Worth,teenager (13-19),professional,neutral,email to family member,Healthy,between 36 and 60 words,16-35 words
"La dépression m'a fait croire que j'étais seul, mais votre amour m'a prouvé le contraire. C'est comme un phare dans la tempête - même quand je ne peux pas le voir clairement, je sais qu'il est là.",37,French,Self-Worth,teenager (13-19),professional,neutral,email to family member,Healthy,between 36 and 60 words,36-60 words
Je réalise que mes imperfections font partie de mon humanité. Les pensées autodestructrices s'estompent quand j'accepte que je n'ai pas besoin d'être parfait pour mériter l'amour et le respect.,29,French,Self-Worth,teenager (13-19),professional,neutral,email to family member,Healthy,between 36 and 60 words,16-35 words
"Chaque jour où je choisis de vivre est une victoire. La dépression m'a appris la résilience, et même si le chemin est difficile, je sais maintenant que je suis plus fort que mes pensées les plus sombres.",37,French,Self-Worth,teenager (13-19),professional,neutral,email to family member,Healthy,between 36 and 60 words,36-60 words
"Les moments de désespoir m'ont enseigné l'importance de l'auto-compassion. C'est comme apprendre à être son propre meilleur ami, même quand tout semble perdu. Je mérite cette gentillesse envers moi-même.",29,French,Self-Worth,teenager (13-19),professional,neutral,email to family member,Healthy,between 36 and 60 words,16-35 words
"La tentation d'abandonner était forte, mais j'ai découvert que ma vie a un but unique. Comme un puzzle incomplet, chaque pièce compte, même celles qui semblent ne pas correspondre au début.",31,French,Self-Worth,teenager (13-19),professional,neutral,email to family member,Healthy,between 36 and 60 words,16-35 words
"Les pensées suicidaires m'ont fait voir l'abîme, mais elles m'ont aussi montré la beauté de la vie. C'est comme regarder les étoiles - plus la nuit est sombre, plus leur lumière brille intensément.",33,French,Self-Worth,teenager (13-19),professional,neutral,email to family member,Healthy,between 36 and 60 words,16-35 words
"Parfois, je me sens submergée par la tristesse, mais je sais maintenant que c'est temporaire. Ma valeur ne dépend pas de mes moments sombres. Chaque matin, je choisis de voir ma force intérieure comme une lumière qui ne s'éteint jamais.",40,French,Self-Worth,teenager (13-19),postgraduate,casual,diary entry,Healthy,between 36 and 60 words,36-60 words
"Les pensées suicidaires sont comme des nuages noirs, mais j'ai appris à les regarder passer sans les laisser définir qui je suis. Ma vie est précieuse, même quand je ne peux pas le ressentir pleinement.",35,French,Self-Worth,teenager (13-19),postgraduate,casual,diary entry,Healthy,between 36 and 60 words,16-35 words
"Je comprends maintenant que mes cicatrices émotionnelles font partie de mon histoire, pas de mon destin. Quand la dépression frappe, je me rappelle que j'ai survécu à chaque mauvais jour jusqu'ici.",31,French,Self-Worth,teenager (13-19),postgraduate,casual,diary entry,Healthy,between 36 and 60 words,16-35 words
"La dépression essaie de me mentir sur ma valeur, mais mon diplôme et mes réussites me rappellent ma capacité à surmonter les obstacles. Je suis plus que mes moments de doute.",31,French,Self-Worth,teenager (13-19),postgraduate,casual,diary entry,Healthy,between 36 and 60 words,16-35 words
"Même dans mes moments les plus sombres, je garde en tête que mon existence enrichit le monde d'une manière unique. Les pensées autodestructrices ne sont pas ma vérité, juste des échos de ma peur.",34,French,Self-Worth,teenager (13-19),postgraduate,casual,diary entry,Healthy,between 36 and 60 words,16-35 words
C'est difficile d'être adolescente et de ressentir tant de choses intensément. Mais cette sensibilité est aussi ma force. Mes émotions profondes me permettent de mieux comprendre les autres et moi-même.,30,French,Self-Worth,teenager (13-19),postgraduate,casual,diary entry,Healthy,between 36 and 60 words,16-35 words
"La dépression n'est pas mon identité, c'est juste une partie de mon parcours. Mes études m'ont appris que chaque défi est une opportunité de grandir, même les plus sombres.",29,French,Self-Worth,teenager (13-19),postgraduate,casual,diary entry,Healthy,between 36 and 60 words,16-35 words
"Je refuse de laisser mes pensées suicidaires définir mon futur. Ma jeunesse est pleine de possibilités inexploitées, et chaque jour est une nouvelle chance de redécouvrir ma valeur.",28,French,Self-Worth,teenager (13-19),postgraduate,casual,diary entry,Healthy,between 36 and 60 words,16-35 words
"Les moments où je veux disparaître sont réels, mais ils ne sont pas permanents. Mon intelligence et ma sensibilité sont des cadeaux, même quand la dépression essaie de me convaincre du contraire.",32,French,Self-Worth,teenager (13-19),postgraduate,casual,diary entry,Healthy,between 36 and 60 words,16-35 words
"En tant que jeune chercheuse, j'ai appris que la guérison n'est pas linéaire. Certains jours sont plus difficiles, mais chaque petit pas compte dans mon voyage vers l'acceptation de moi-même.",30,French,Self-Worth,teenager (13-19),postgraduate,casual,diary entry,Healthy,between 36 and 60 words,16-35 words
"Quand les pensées noires arrivent, je me rappelle que mon cerveau brillant peut aussi être mon plus grand critique. Mais ma valeur ne dépend pas de ma productivité ou de mes pensées négatives.",33,French,Self-Worth,teenager (13-19),postgraduate,casual,diary entry,Healthy,between 36 and 60 words,16-35 words
"La dépression me fait douter, mais mes accomplissements académiques me rappellent ma force. Je suis une survivante qui apprend chaque jour à transformer sa douleur en sagesse.",27,French,Self-Worth,teenager (13-19),postgraduate,casual,diary entry,Healthy,between 36 and 60 words,16-35 words
"Je comprends maintenant que la dépression n'est pas une faiblesse de caractère. C'est une maladie qui mérite d'être traitée avec compassion. Même dans mes moments les plus sombres, je sais que ma valeur intrinsèque reste intacte, comme une flamme qui ne peut pas s'éteindre.",44,French,Self-Worth,middle-aged (46-60),primary education,formal,therapy session,Healthy,between 36 and 60 words,36-60 words
"Parfois, les pensées suicidaires surgissent comme des nuages noirs, mais j'ai appris à les reconnaître sans les laisser me définir. Ma vie a une valeur inestimable, même si je ne peux pas toujours le voir clairement. Chaque jour est une nouvelle chance.",42,French,Self-Worth,middle-aged (46-60),primary education,formal,therapy session,Healthy,between 36 and 60 words,36-60 words
"La dépression essaie de me convaincre que je suis seul, mais je sais maintenant que c'est un mensonge. Nous sommes nombreux à traverser ces épreuves, et chacun de nous mérite de l'aide et du soutien. Mon histoire peut aider les autres.",41,French,Self-Worth,middle-aged (46-60),primary education,formal,therapy session,Healthy,between 36 and 60 words,36-60 words
"Quand les idées noires m'envahissent, je me rappelle que j'ai survécu à toutes mes journées difficiles jusqu'à présent. Cette force en moi, elle est réelle. Comme un arbre qui plie mais ne rompt pas face à la tempête.",38,French,Self-Worth,middle-aged (46-60),primary education,formal,therapy session,Healthy,between 36 and 60 words,36-60 words
"La guérison n'est pas linéaire, et c'est normal. Certains jours sont plus difficiles que d'autres, mais chaque petit pas compte. Je mérite de prendre le temps nécessaire pour retrouver mon équilibre intérieur.",32,French,Self-Worth,middle-aged (46-60),primary education,formal,therapy session,Healthy,between 36 and 60 words,16-35 words
"Les pensées suicidaires ne sont pas une honte, mais un signal qu'il faut écouter avec bienveillance. Mon corps et mon esprit me parlent, et je dois les traiter avec respect et patience, comme un jardin qui a besoin de soins.",40,French,Self-Worth,middle-aged (46-60),primary education,formal,therapy session,Healthy,between 36 and 60 words,36-60 words
"Dans mes moments de désespoir, je me souviens que ma valeur ne dépend pas de ma productivité ou de mes accomplissements. Je suis digne d'amour simplement parce que j'existe, comme une étoile qui brille naturellement.",35,French,Self-Worth,middle-aged (46-60),primary education,formal,therapy session,Healthy,between 36 and 60 words,16-35 words
"La dépression peut sembler être un tunnel sans fin, mais j'ai appris qu'il y a toujours une lumière, même si je ne peux pas la voir immédiatement. Chaque respiration est une victoire, chaque jour une nouvelle page.",37,French,Self-Worth,middle-aged (46-60),primary education,formal,therapy session,Healthy,between 36 and 60 words,36-60 words
"Mes cicatrices émotionnelles racontent l'histoire de ma résilience, pas de ma faiblesse. Comme un vase réparé avec de l'or, je peux être encore plus fort et plus beau après avoir été brisé.",32,French,Self-Worth,middle-aged (46-60),primary education,formal,therapy session,Healthy,between 36 and 60 words,16-35 words
"Je refuse de laisser la dépression définir qui je suis. Elle fait partie de mon voyage, mais elle n'est pas ma destination. J'ai le droit d'avoir des hauts et des bas, d'être imparfait tout en restant précieux.",37,French,Self-Worth,middle-aged (46-60),primary education,formal,therapy session,Healthy,between 36 and 60 words,36-60 words
"Les pensées d'autodestruction sont comme des vagues : elles viennent et repartent. Ma tâche n'est pas de les combattre, mais d'apprendre à rester stable, comme un phare dans la tempête.",29,French,Self-Worth,middle-aged (46-60),primary education,formal,therapy session,Healthy,between 36 and 60 words,16-35 words
"Chaque fois que je tends la main pour demander de l'aide, je prouve ma force, non ma faiblesse. C'est un acte de courage et d'amour-propre que de reconnaître quand nous avons besoin de soutien.",34,French,Self-Worth,middle-aged (46-60),primary education,formal,therapy session,Healthy,between 36 and 60 words,16-35 words
"Parfois, je me sens triste, mais je sais maintenant que ça ne définit pas qui je suis. Chaque matin, je me rappelle que j'ai une valeur unique, même quand c'est difficile. Ma famille me soutient, et ça m'aide à voir la lumière au bout du tunnel.",46,French,Self-Worth,teenager (13-19),high school,casual,email to family member,Healthy,between 36 and 60 words,36-60 words
