text,word_count,language,category,age,education_level,formality,context,mental_state,text_length,length_category,cleaned_text,hashtags,tokens,char_count,punct_count,question_count,exclamation_count,ellipsis_count,text_nostop,emoji_count,emoticon_count
Les jours difficiles m'enseignent la résilience. Chaque bataille me rend plus fort pour affronter les suivantes.,16,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,16,16-35 words,les jours difficiles m'enseignent la résilience chaque bataille me rend plus fort pour affronter les suivantes,[],"['jour', 'difficile', 'enseigner', 'résilience', 'bataille', 'rendre', 'plus', 'fort', 'affronter', 'suivant']",110,0,0,0,0,jour difficile enseigner résilience bataille rendre plus fort affronter suivant,0,0
La guérison n'est pas linéaire. J'accepte les hauts et les bas comme partie intégrante du processus.,16,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,16,16-35 words,la guérison n'est pas linéaire j'accepte les hauts et les bas comme partie intégrante du processus,[],"['guérison', 'pas', 'linéaire', 'accepter', 'haut', 'bas', 'partie', 'intégrant', 'processus']",98,0,0,0,0,guérison pas linéaire accepter haut bas partie intégrant processus,0,0
Mes pensées suicidaires ne définissent pas qui je suis. Je suis en constante évolution et apprentissage.,16,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,16,16-35 words,mes pensées suicidaires ne définissent pas qui je suis je suis en constante évolution et apprentissage,[],"['pensée', 'suicidaire', 'ne', 'définir', 'pas', 'constant', 'évolution', 'apprentissage']",102,0,0,0,0,pensée suicidaire ne définir pas constant évolution apprentissage,0,0
"Je mérite de vivre, même quand je ne le crois pas. Cette vérité me guide dans mes moments les plus sombres.",21,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,21,16-35 words,je mérite de vivre même quand je ne le crois pas cette vérité me guide dans mes moments les plus sombres,[],"['mérite', 'vivre', 'ne', 'croire', 'pas', 'vérité', 'guide', 'moment', 'plus', 'sombre']",104,0,0,0,0,mérite vivre ne croire pas vérité guide moment plus sombre,0,0
La dépression m'a appris à être plus doux avec moi-même. Je ne suis pas responsable de ma maladie.,18,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,18,16-35 words,la dépression m'a appris à être plus doux avec moi-même je ne suis pas responsable de ma maladie,[],"['dépression', 'apprendre', 'plus', 'doux', 'ne', 'pas', 'responsable', 'maladie']",96,0,0,0,0,dépression apprendre plus doux ne pas responsable maladie,0,0
Chaque jour où je choisis de continuer est une victoire silencieuse contre mes démons intérieurs.,15,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,15,9-15 words,chaque jour où je choisis de continuer est une victoire silencieuse contre mes démons intérieurs,[],"['jour', 'où', 'choisir', 'continuer', 'victoire', 'silencieux', 'contre', 'démon', 'intérieur']",96,0,0,0,0,jour où choisir continuer victoire silencieux contre démon intérieur,0,0
"J'apprends à transformer ma douleur en sagesse, mes blessures en force, mes luttes en apprentissages.",15,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,15,9-15 words,j'apprends à transformer ma douleur en sagesse mes blessures en force mes luttes en apprentissages,[],"['apprend', 'transformer', 'douleur', 'sagesse', 'blessure', 'force', 'lutte', 'apprentissage']",98,0,0,0,0,apprend transformer douleur sagesse blessure force lutte apprentissage,0,0
"Dans mes moments de désespoir, je me rappelle que je ne suis pas seul. D'autres comprennent ma souffrance.",18,French,Self-Reflection/Growth,adult (30-45),primary education,formal,anonymous blog post,Healthy,18,16-35 words,dans mes moments de désespoir je me rappelle que je ne suis pas seul d'autres comprennent ma souffrance,[],"['moment', 'désespoir', 'rappeler', 'ne', 'pas', 'seul', 'comprendre', 'souffrance']",103,0,0,0,0,moment désespoir rappeler ne pas seul comprendre souffrance,0,0
"Dans mes moments sombres, je me rappelle que chaque respiration est un nouveau départ. La dépression n'est qu'une partie de mon voyage, pas ma destination.",25,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,email to family member,Healthy,25,16-35 words,dans mes moments sombres je me rappelle que chaque respiration est un nouveau départ la dépression n'est qu'une partie de mon voyage pas ma destination,[],"['moment', 'sombre', 'rappeler', 'respiration', 'nouveau', 'départ', 'dépression', 'partie', 'voyage', 'pas', 'destination']",151,0,0,0,0,moment sombre rappeler respiration nouveau départ dépression partie voyage pas destination,0,0
"Parfois, je me sens perdue dans un océan de tristesse, mais j'ai appris à flotter doucement jusqu'à ce que la tempête passe.",22,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,email to family member,Healthy,22,16-35 words,parfois je me sens perdue dans un océan de tristesse mais j'ai appris à flotter doucement jusqu'à ce que la tempête passe,[],"['parfois', 'sentir', 'perdre', 'océan', 'tristesse', 'apprendre', 'flotter', 'doucement', 'tempête', 'passer']",121,0,0,0,0,parfois sentir perdre océan tristesse apprendre flotter doucement tempête passer,0,0
"Je comprends maintenant que mes pensées suicidaires étaient un cri d'aide silencieux. Aujourd'hui, j'ose parler et demander du soutien.",19,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,email to family member,Healthy,19,16-35 words,je comprends maintenant que mes pensées suicidaires étaient un cri d'aide silencieux aujourd'hui j'ose parler et demander du soutien,[],"['comprendre', 'maintenant', 'pensée', 'suicidaire', 'cri', 'aide', 'silencieux', 'ose', 'parler', 'demander', 'soutien']",132,0,0,0,0,comprendre maintenant pensée suicidaire cri aide silencieux ose parler demander soutien,0,0
"La dépression m'a appris la compassion envers moi-même. Chaque petit pas compte, même quand le chemin semble interminable.",18,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,email to family member,Healthy,18,16-35 words,la dépression m'a appris la compassion envers moi-même chaque petit pas compte même quand le chemin semble interminable,[],"['dépression', 'apprendre', 'compassion', 'envers', 'petit', 'pas', 'compte', 'chemin', 'sembler', 'interminable']",119,0,0,0,0,dépression apprendre compassion envers petit pas compte chemin sembler interminable,0,0
"Certains jours sont plus difficiles que d'autres, mais je sais maintenant que je suis plus forte que mes pensées négatives.",20,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,email to family member,Healthy,20,16-35 words,certains jours sont plus difficiles que d'autres mais je sais maintenant que je suis plus forte que mes pensées négatives,[],"['certain', 'jour', 'plus', 'difficile', 'savoir', 'maintenant', 'plus', 'fort', 'pensée', 'négatif']",121,0,0,0,0,certain jour plus difficile savoir maintenant plus fort pensée négatif,0,0
"J'ai découvert que la guérison n'est pas linéaire. Il y a des hauts et des bas, mais chaque jour m'apporte une nouvelle perspective.",23,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,email to family member,Healthy,23,16-35 words,j'ai découvert que la guérison n'est pas linéaire il y a des hauts et des bas mais chaque jour m'apporte une nouvelle perspective,[],"['découvrir', 'guérison', 'pas', 'linéaire', 'y', 'haut', 'bas', 'jour', 'apporter', 'nouveau', 'perspective']",129,0,0,0,0,découvrir guérison pas linéaire y haut bas jour apporter nouveau perspective,0,0
"Les idées noires reviennent parfois, mais je les observe comme des nuages passagers dans mon ciel intérieur.",17,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,email to family member,Healthy,17,16-35 words,les idées noires reviennent parfois mais je les observe comme des nuages passagers dans mon ciel intérieur,[],"['idée', 'noir', 'revenir', 'parfois', 'observer', 'nuage', 'passager', 'ciel', 'intérieur']",106,0,0,0,0,idée noir revenir parfois observer nuage passager ciel intérieur,0,0
Ma famille est mon ancre quand les vagues de désespoir menacent de m'emporter. Leur amour me rappelle pourquoi je dois continuer.,21,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,email to family member,Healthy,21,16-35 words,ma famille est mon ancre quand les vagues de désespoir menacent de m'emporter leur amour me rappelle pourquoi je dois continuer,[],"['famille', 'ancr', 'vague', 'désespoir', 'menacer', 'emporter', 'amour', 'rappeler', 'pourquoi', 'devoir', 'continuer']",127,0,0,0,0,famille ancr vague désespoir menacer emporter amour rappeler pourquoi devoir continuer,0,0
"Je ne suis plus la même personne qu'avant. La dépression m'a transformée, m'a rendue plus sage et plus résiliente.",19,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,email to family member,Healthy,19,16-35 words,je ne suis plus la même personne qu'avant la dépression m'a transformée m'a rendue plus sage et plus résiliente,[],"['ne', 'plus', 'personne', 'dépression', 'transformée', 'rendre', 'plus', 'sage', 'plus', 'résilient']",111,0,0,0,0,ne plus personne dépression transformée rendre plus sage plus résilient,0,0
Chaque matin est une victoire sur mes démons intérieurs. Je choisis consciemment de voir la beauté dans les petites choses.,20,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,email to family member,Healthy,20,16-35 words,chaque matin est une victoire sur mes démons intérieurs je choisis consciemment de voir la beauté dans les petites choses,[],"['matin', 'victoire', 'démon', 'intérieur', 'choisir', 'consciemmer', 'voir', 'beauté', 'petit', 'chose']",121,0,0,0,0,matin victoire démon intérieur choisir consciemmer voir beauté petit chose,0,0
"La thérapie m'a montré que je ne suis pas seule. Nos blessures communes nous rendent plus humains, plus compatissants.",19,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,email to family member,Healthy,19,16-35 words,la thérapie m'a montré que je ne suis pas seule nos blessures communes nous rendent plus humains plus compatissants,[],"['thérapie', 'montrer', 'ne', 'pas', 'seul', 'blessure', 'commun', 'rendre', 'plus', 'humain', 'plus', 'compatissant']",115,0,0,0,0,thérapie montrer ne pas seul blessure commun rendre plus humain plus compatissant,0,0
"J'apprends à accepter mes émotions sans jugement, même les plus sombres. Elles font partie de mon histoire.",17,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,email to family member,Healthy,17,16-35 words,j'apprends à accepter mes émotions sans jugement même les plus sombres elles font partie de mon histoire,[],"['apprend', 'accepter', 'émotion', 'jugemer', 'plus', 'sombre', 'lui', 'faire', 'partie', 'histoire']",104,0,0,0,0,apprend accepter émotion jugemer plus sombre lui faire partie histoire,0,0
"Le désir d'en finir m'a fait comprendre la valeur de la vie. Maintenant, je savoure chaque moment précieux.",18,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,email to family member,Healthy,18,16-35 words,le désir d'en finir m'a fait comprendre la valeur de la vie maintenant je savoure chaque moment précieux,[],"['désir', 'finir', 'faire', 'comprendre', 'valeur', 'vie', 'maintenant', 'savourer', 'moment', 'précieux']",104,0,0,0,0,désir finir faire comprendre valeur vie maintenant savourer moment précieux,0,0
"Dans mes moments de doute, je me souviens que la douleur n'est pas permanente. Le changement est la seule constante.",20,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,email to family member,Healthy,20,16-35 words,dans mes moments de doute je me souviens que la douleur n'est pas permanente le changement est la seule constante,[],"['moment', 'doute', 'souvenir', 'douleur', 'pas', 'permanent', 'changement', 'seul', 'constant']",113,0,0,0,0,moment doute souvenir douleur pas permanent changement seul constant,0,0
La dépression m'a enseigné l'importance de l'auto-compassion. Je me traite maintenant avec plus de douceur.,15,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,email to family member,Healthy,15,9-15 words,la dépression m'a enseigné l'importance de l'auto-compassion je me traite maintenant avec plus de douceur,[],"['dépression', 'enseigner', 'importanc', 'traire', 'maintenant', 'plus', 'douceur']",105,0,0,0,0,dépression enseigner importanc traire maintenant plus douceur,0,0
J'ai appris à reconnaître les signes avant-coureurs et à chercher de l'aide avant que l'obscurité ne m'envahisse.,17,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,email to family member,Healthy,17,16-35 words,j'ai appris à reconnaître les signes avant-coureurs et à chercher de l'aide avant que l'obscurité ne m'envahisse,[],"['apprendre', 'reconnaître', 'signe', 'chercher', 'aide', 'obscurité', 'ne', 'envahir']",112,0,0,0,0,apprendre reconnaître signe chercher aide obscurité ne envahir,0,0
Mes pensées suicidaires m'ont fait réaliser combien mes proches tiennent à moi. Leur amour est ma lumière.,17,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,email to family member,Healthy,17,16-35 words,mes pensées suicidaires m'ont fait réaliser combien mes proches tiennent à moi leur amour est ma lumière,[],"['pensée', 'suicidaire', 'faire', 'réaliser', 'combien', 'proche', 'tenir', 'amour', 'lumière']",104,0,0,0,0,pensée suicidaire faire réaliser combien proche tenir amour lumière,0,0
